"id","title","description","input_description","output_description","samples","test_case_id","test_case_score","hint","languages","template","create_time","last_update_time","time_limit","memory_limit","spj","spj_language","spj_code","spj_version","rule_type","visible","difficulty","source","submission_number","accepted_number","created_by_id","_id","statistic_info","total_score","contest_id","is_public","spj_compile_ok","io_mode","share_submission"
139,"猜数字游戏","<p>猜数字游戏是令游戏机随机产生一个100以内的正整数，用户输入一个数对其进行猜测，需要你编写程序自动对其与随机产生的被猜数进行比较，并提示大了（“Too big”），还是小了（“Too small”），相等表示猜到了。如果猜到，则结束程序。程序还要求统计猜的次数，如果1次猜出该数，提示“Bingo!”；如果3次或者3次以内猜到该数，则提示“Lucky You!”；如果超过3次但是在N（&gt;3）次以内（包括第N次）猜到该数，则提示“Good Guess!”；如果超过N次都没有猜到，则提示“Game Over”，并结束程序。如果在到达N次之前，用户输入了一个负数，也输出“Game Over”，并结束程序。<br /></p>","<p>输入第一行中给出两个不超过100的正整数，分别是游戏机产生的随机数、以及猜测的最大次数N。最后每行给出一个用户的输入，直到出现负数为止。<br /></p>","<p>在一行中输出每次猜测相应的结果，直到输出猜对的结果或“Game Over”则结束。<br /></p>","[{""input"": ""58 4\n70\n50\n56\n58\n60\n-2\n"", ""output"": ""Too big\nToo small\nToo small\nGood Guess!\n""}]","ad2d03f556feac8e155ebab8a027d2d9","[{""score"": 20, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 20, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 20, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 20, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 20, ""input_name"": ""5.in"", ""output_name"": ""5.out""}]","","[""C""]","{}","2019-07-08 08:14:29.437993+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",272,39,1,"1-62","{""0"": 39, ""4"": 29, ""-1"": 188, ""-2"": 16}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
140,"矩阵运算","<p>给定一个n×n的方阵，本题要求计算该矩阵除副对角线、最后一列和最后一行以外的所有元素之和。副对角线为从矩阵的右上角至左下角的连线。<br /></p>","<p>输入第一行给出正整数n（1&lt;n≤10）；随后n行，每行给出n个整数，其间以空格分隔。<br /></p>","<p>在一行中给出该矩阵除副对角线、最后一列和最后一行以外的所有元素之和。<br /></p>","[{""input"": ""4\n2 3 4 1\n5 6 1 1\n7 1 8 1\n1 1 1 1\n"", ""output"": ""35""}]","4c41e7b2578cb093c07c606437ee841b","[{""score"": 25, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 25, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 25, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 25, ""input_name"": ""4.in"", ""output_name"": ""4.out""}]","","[""C""]","{}","2019-07-08 08:14:34.556296+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",False,"Low","",52,28,1,"1-63","{""0"": 28, ""4"": 3, ""-1"": 19, ""-2"": 2}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
141,"分隔字符","<p>小明同学刚刚学会了字符串，现在他想考你一道有关字符串的题目。给定一个只包含小写字母&#039;a&#039;-&#039;z&#039;的字符串S，你需要将S中的字符重新排序，使得任意两个相同的字符不连在一起。<br /></p><p style=""text-align: left;"">如果有多个重排后的字符串满足条件，输出字典序最小的一个。</p><p style=""text-align: left;"">字典序小于定义：对于字符串a和b，找到第一个i使得a[i]&lt;b[i]，且同时满足a[j]=b[j](j&lt;i)，则a的字典序更小。</p><p style=""text-align: left;"">如果不存在满足条件的字符串，输出‘INVALID’(不包括引号)。</p>","<p>第一行一个整数n。(1 ≤ n ≤ 100000)</p><p>第二行长度为n的字符串S。</p>","<p>输出字典序最小的答案或者INVALID。</p>","[{""input"": ""5\naaabc\n"", ""output"": ""abaca\n""}]","f1bf005a3ca6ec3bcf1a81480a2f903c","[{""score"": 5, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 5, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 5, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 5, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 5, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 5, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 5, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 5, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 5, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 5, ""input_name"": ""10.in"", ""output_name"": ""10.out""}, {""score"": 5, ""input_name"": ""11.in"", ""output_name"": ""11.out""}, {""score"": 5, ""input_name"": ""12.in"", ""output_name"": ""12.out""}, {""score"": 5, ""input_name"": ""13.in"", ""output_name"": ""13.out""}, {""score"": 5, ""input_name"": ""14.in"", ""output_name"": ""14.out""}, {""score"": 5, ""input_name"": ""15.in"", ""output_name"": ""15.out""}, {""score"": 5, ""input_name"": ""16.in"", ""output_name"": ""16.out""}, {""score"": 5, ""input_name"": ""17.in"", ""output_name"": ""17.out""}, {""score"": 5, ""input_name"": ""18.in"", ""output_name"": ""18.out""}, {""score"": 5, ""input_name"": ""19.in"", ""output_name"": ""19.out""}, {""score"": 5, ""input_name"": ""20.in"", ""output_name"": ""20.out""}]","","[""C""]","{}","2019-07-08 08:14:39.29139+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",111,9,1,"1-64","{""0"": 9, ""1"": 7, ""4"": 3, ""-1"": 72, ""-2"": 20}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
142,"查看书籍","<p>给定n本书的名称和定价，本题要求编写程序，查找并输出其中定价最高和最低的书的名称和定价。<br /></p>","<p>输入第一行给出正整数n（&lt;10），随后给出n本书的信息。每本书在一行中给出书名，即长度不超过30的字符串，随后一行中给出正实数价格。题目保证没有同样价格的书。<br /></p>","<p>在一行中按照“价格,书名”的格式先后输出价格最高和最低的书。价格保留2位小数。<br /></p>","[{""input"": ""3\nProgramming in C\n21.5\nProgramming in VB\n18.5\nProgramming in Delphi\n25.0\n"", ""output"": ""25.00, Programming in Delphi\n18.50, Programming in VB\n""}]","7c9fe0fbbaf96a4c9cf349aed580fb62","[{""score"": 33, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 33, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 33, ""input_name"": ""3.in"", ""output_name"": ""3.out""}]","","[""C""]","{}","2019-07-11 14:24:24.520139+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",72,22,1,"1","{""0"": 22, ""1"": 3, ""4"": 6, ""-1"": 37, ""-2"": 4}",0,15,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
143,"字符串逆序","<p>输入一个字符串，对该字符串进行逆序，输出逆序后的字符串。<br /></p>","<p>输入在一行中给出一个不超过80个字符长度的、以回车结束的非空字符串。<br /></p>","<p>在一行中输出逆序后的字符串。<br /></p>","[{""input"": ""Hello World!\n"", ""output"": ""!dlroW olleH\n""}]","d63dbc859b938bd9f4d8430f801abb07","[{""score"": 33, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 33, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 33, ""input_name"": ""3.in"", ""output_name"": ""3.out""}]","","[""C""]","{}","2019-07-11 14:27:17.150008+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",73,30,1,"2","{""0"": 30, ""4"": 5, ""-1"": 36, ""-2"": 2}",0,15,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
144,"输出学生成绩","<p>本题要求编写程序，根据输入学生的成绩，统计并输出学生的平均成绩、最高成绩和最低成绩。建议使用动态内存分配来实现。<br /></p>","<p>输入第一行首先给出一个正整数N，表示学生的个数。接下来一行给出N个学生的成绩，数字间以空格分隔。<br /></p>","<p>按照以下格式输出：<br /></p><p style=""text-align: left;"">average =平均成绩</p><p style=""text-align: left;"">max =最高成绩</p><p style=""text-align: left;"">min =最低成绩</p><p style=""text-align: left;"">结果均保留两位小数。</p>","[{""input"": ""3\n85 90 95\n"", ""output"": ""average = 90.00\nmax = 95.00\nmin = 85.00\n""}]","71efffb8e243457d28dddc1ee9ea9022","[{""score"": 33, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 33, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 33, ""input_name"": ""3.in"", ""output_name"": ""3.out""}]","","[""C""]","{}","2019-07-11 14:28:54.001931+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",71,29,1,"3","{""0"": 29, ""4"": 6, ""-1"": 31, ""-2"": 5}",0,15,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
145,"统计单词个数","<p>本题目要求编写程序统计一行字符中单词的个数。所谓“单词”是指连续不含空格的字符串，各单词之间用空格分隔，空格数可以是多个。<br /></p>","<p>输入给出一行字符。<br /></p>","<p>在一行中输出单词个数。<br /></p>","[{""input"": ""Let's go to room 209.\n"", ""output"": ""5\n""}]","6d4a91599de2b88d16f84e3300d93599","[{""score"": 20, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 20, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 20, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 20, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 20, ""input_name"": ""5.in"", ""output_name"": ""5.out""}]","","[""C""]","{}","2019-07-11 14:31:03.666812+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",147,25,1,"4","{""0"": 25, ""1"": 2, ""4"": 88, ""-1"": 27, ""-2"": 5}",0,15,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
146,"人名统计","<p>给定若干行只由英文字母组成的人名，可能会有重复，试输出出现次数最多人名出现的次数和出现次数最少人名出现的次数。<br /></p>","<p>若干行英文字母组成的字符串，数据保证不超过1000行，每行字符串长度不超过10。<br /></p><p style=""text-align: left;"">最后一行以一个’#’(不包括引号)结束。</p>","<p>一行两个整数分别表示最多次数和最少次数。<br /></p>","[{""input"": ""Bob\nAlice\nPetr\nBob\n#\n"", ""output"": ""2 1\n""}]","e218c70ac31cbe2b00fce4550398e4d5","[{""score"": 5, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 5, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 5, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 5, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 5, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 5, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 5, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 5, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 5, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 5, ""input_name"": ""10.in"", ""output_name"": ""10.out""}, {""score"": 5, ""input_name"": ""11.in"", ""output_name"": ""11.out""}, {""score"": 5, ""input_name"": ""12.in"", ""output_name"": ""12.out""}, {""score"": 5, ""input_name"": ""13.in"", ""output_name"": ""13.out""}, {""score"": 5, ""input_name"": ""14.in"", ""output_name"": ""14.out""}, {""score"": 5, ""input_name"": ""15.in"", ""output_name"": ""15.out""}, {""score"": 5, ""input_name"": ""16.in"", ""output_name"": ""16.out""}, {""score"": 5, ""input_name"": ""17.in"", ""output_name"": ""17.out""}, {""score"": 5, ""input_name"": ""18.in"", ""output_name"": ""18.out""}, {""score"": 5, ""input_name"": ""19.in"", ""output_name"": ""19.out""}, {""score"": 5, ""input_name"": ""20.in"", ""output_name"": ""20.out""}]","","[""C""]","{}","2019-07-11 14:33:03.719907+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",46,10,1,"5","{""0"": 10, ""1"": 1, ""4"": 11, ""-1"": 17, ""-2"": 7}",0,15,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
147,"时间换算","<p>本题要求编写程序，以hh:mm:ss的格式输出某给定时间再过n秒后的时间值（超过23:59:59就从0点开始计时）。<br /></p>","<p>输入在第一行中以hh:mm:ss的格式给出起始时间，第二行给出整秒数n（&lt;60）。<br /></p>","<p>输出在一行中给出hh:mm:ss格式的结果时间。<br /></p>","[{""input"": ""11:59:40\n30\n"", ""output"": ""12:00:10\n""}]","7f165f8b363f0c07a5350c9ea6b8b6e2","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C""]","{}","2019-07-11 14:34:40.937436+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",69,26,1,"6","{""0"": 26, ""-1"": 40, ""-2"": 3}",0,15,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
148,"引爆炸弹","<p>给定一个n*m大小的矩阵，矩阵中每个值分别为0、1、2中的一个数。数的含义如下：0表示是一块空地；1表示炸弹，炸弹引爆时会将炸弹所在行、所在列都波及，炸弹引爆会产生连锁反应；2表示墙，会阻挡炸弹在该点及之后方向上的波及。每次引爆1个炸弹付出的代价为1，试求出使得矩阵中所有炸弹都被引爆所需要的最小代价。</p>","<p>第一行输入两个整数n和m（n*m&lt;=10）。<br /></p><p style=""text-align: left;"">接下来n行每行m个整数，每个整数的取值为0或1或2，整数之间以空格分隔。</p>","<p>一行一个整数表示最小的代价。<br /></p>","[{""input"": ""3 3\n0 1 1\n2 2 2\n1 1 0\n"", ""output"": ""2\n""}]","15af5ceb3c7367aaa3f1f24b512d9f36","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C""]","{}","2019-07-11 14:36:19.059819+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",4,1,1,"7","{""0"": 1, ""1"": 2, ""4"": 1}",0,15,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
149,"字符串转换成十进制整数","<p>输入一个以#结束的字符串，本题要求滤去所有的非十六进制字符（不分大小写），组成一个新的表示十六进制数字的字符串，然后将其转换为十进制数后输出。如果在第一个十六进制字符之前存在字符“-”，则代表该数是负数。<br /></p>","<p>输入在一行中给出一个以#结束的非空字符串。<br /></p>","<p>在一行中输出转换后的十进制数。题目保证输出在长整型范围内。<br /></p>","[{""input"": ""+-P-xf4+-1!#\n"", ""output"": ""-3905\n""}]","1f0f2f9bb3b3f806fdfe6d2197c14773","[{""score"": 17, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 17, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 17, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 17, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 17, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 17, ""input_name"": ""6.in"", ""output_name"": ""6.out""}]","","[""C""]","{}","2019-07-11 14:37:59.851343+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",67,16,1,"8","{""0"": 16, ""4"": 3, ""-1"": 45, ""-2"": 3}",0,15,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
150,"查看书籍","<p>给定n本书的名称和定价，本题要求编写程序，查找并输出其中定价最高和最低的书的名称和定价。<br /></p>","<p>输入第一行给出正整数n（&lt;10），随后给出n本书的信息。每本书在一行中给出书名，即长度不超过30的字符串，随后一行中给出正实数价格。题目保证没有同样价格的书。<br /></p>","<p>在一行中按照“价格,书名”的格式先后输出价格最高和最低的书。价格保留2位小数。<br /></p>","[{""input"": ""3\nProgramming in C\n21.5\nProgramming in VB\n18.5\nProgramming in Delphi\n25.0\n"", ""output"": ""25.00, Programming in Delphi\n18.50, Programming in VB\n""}]","7c9fe0fbbaf96a4c9cf349aed580fb62","[{""score"": 33, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 33, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 33, ""input_name"": ""3.in"", ""output_name"": ""3.out""}]","","[""C""]","{}","2019-07-13 03:06:12.33673+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Low","",183,56,1,"1-65","{""0"": 56, ""4"": 20, ""-1"": 94, ""-2"": 13}",0,NULL,True,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
